,,,,,Personnes déplacées internes,,,,,Personnes retournées de RCA (Ex-PDI),,,,,Personnes retournées en provenance d'autre pays,,,,,source d'information (Nbre),Qualité de la données,,,
_ADM1_NAME,_ADM2_NAME,_ADM3_NAME,_V_CODE,_Village,idps,hh_idp,ind_idp,abris_pdi_site,abris_pdi_hors_site,retournes,hh_ret_rca,ind_ret_rca,abris_ret_site,abris_ret_hors_site,retournes_etrangers,hh_ret_oth,ind_ret_oth,abris_reto_site,abris_reto_hors_site,Nbre_Informateurs_cles,coherence_informateurs,coherence_observation,existence_preuves,perception_enumerateur
Ouham Pendé,Paoua,Malé,CF3146_BIL_0003,BILAKARE 3,oui,15,75,0,15,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,acceptable
Ouham Pendé,Paoua,Malé,CF3146_BOH_0004,BOH 1,oui,36,180,0,36,oui,2,8,0,2,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_BOH_0006,BOH 2,non,0,0,0,0,oui,13,69,0,13,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_BOH_0005,BOH NZARA,oui,1,5,0,1,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_DIM_0000,DIMBANA,non,0,0,0,0,oui,12,75,0,12,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_GAM_0000,GAMVA,oui,5,30,0,5,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_KAH_0001,KAHON 1,non,0,0,0,0,oui,7,36,0,7,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_KAH_0002,KAHON 2,oui,6,32,0,6,oui,6,30,0,6,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_KAN_0000,KANDA,non,0,0,0,0,oui,4,15,0,4,non,0,0,0,0,3,en_partie,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_KOK_0000,KOKOL,oui,4,20,0,4,non,0,0,0,0,non,0,0,0,0,3,en_partie,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_KON_0001,KONE KAHON,non,0,0,0,0,oui,10,50,0,10,non,0,0,0,0,3,en_partie,en_partie,oui_majorite,moyen
Ouham Pendé,Paoua,Malé,CF3146_KON_0003,KONE NGALA,oui,6,32,0,6,non,0,0,0,0,non,0,0,0,0,3,en_partie,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_KON_0002,KONE -SAME,oui,4,19,0,4,non,0,0,0,0,non,0,0,0,0,3,en_partie,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Malé,CF3146_LE _0000,LE POUROU,non,0,0,0,0,oui,15,80,0,15,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_NGA_0001,NGAMBALA,non,0,0,0,0,oui,15,79,0,15,non,0,0,0,0,3,en_partie,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Malé,CF3146_POU_0005,POUKONE,oui,3,21,0,3,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_POU_0000,POUYAYIRA,non,0,0,0,0,oui,1,5,0,1,non,0,0,0,0,3,en_partie,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_RAW_0000,RAWA,non,0,0,0,0,oui,10,57,0,10,non,0,0,0,0,3,en_partie,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_RAY_0000,RAYA,oui,17,82,0,17,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_TEL_0000,TELLE,non,0,0,0,0,oui,18,93,0,18,oui,16,40,0,16,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_TOU_0000,TOUMI,oui,7,36,0,7,oui,8,40,0,8,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_YOR_0000,YORO,non,0,0,0,0,oui,7,38,0,7,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,acceptable
Ouham Pendé,Paoua,Malé,CF3146_ZOU_0001,ZOUTALE,oui,11,51,0,11,oui,2,10,0,2,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_ZOU_0002,ZOUTALE 2,non,0,0,0,0,oui,8,44,0,8,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEA_0001,BEATIBI,non,0,0,0,0,oui,25,125,0,25,oui,15,75,0,15,3,oui_majorite,oui_toutes,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEB_0015,BEBEKEREU,non,0,0,0,0,oui,4,20,0,4,oui,36,180,0,36,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEB_0001,BEBELEM (1-2),non,0,0,0,0,oui,183,1362,0,183,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEB_0012,BEBINGUI,non,0,0,0,0,oui,3,16,0,3,oui,202,1010,0,202,3,oui_majorite,oui_majorite,en_partie,eleve
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEB_0002,BEBOLO,non,0,0,0,0,oui,100,497,0,100,oui,3,15,0,3,3,en_partie,en_partie,pas_du_tout,acceptable
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEB_0003,BEBOUZAWE 2,non,0,0,0,0,oui,51,250,0,51,oui,7,33,0,7,3,en_partie,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEB_0004,BEBOY 4,non,0,0,0,0,oui,145,720,0,145,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEB_0013,BEDAKA,non,0,0,0,0,oui,16,80,0,16,oui,154,770,0,154,3,oui_toutes,oui_majorite,oui_majorite,eleve
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEB_0014,BEDAM,non,0,0,0,0,oui,272,1360,0,272,oui,101,505,0,101,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEB_0005,BEDAYA 2,non,0,0,0,0,non,0,0,0,0,oui,218,1090,0,218,3,oui_majorite,en_partie,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEB_0006,BEDINGUILI,non,0,0,0,0,oui,54,270,0,54,oui,110,550,0,110,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BED_0001,BEDJANGALA 2,non,0,0,0,0,oui,78,392,0,78,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEB_0007,BEDOBAKE,non,0,0,0,0,oui,220,1100,0,220,oui,20,102,0,20,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEB_0008,BEDOKOU 1,non,0,0,0,0,oui,14,70,0,14,oui,52,260,0,52,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEB_0009,BEDOKOU 2,non,0,0,0,0,oui,5,25,0,5,oui,235,1175,0,235,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BED_0002,BEDORO,non,0,0,0,0,oui,170,850,0,170,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BED_0003,BEDOUA 1,non,0,0,0,0,oui,366,1880,0,366,oui,5,24,0,5,3,en_partie,en_partie,pas_du_tout,acceptable
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEB_0010,BEDOUA 2,non,0,0,0,0,oui,40,200,0,40,oui,61,305,0,61,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEB_0011,BEDOUA 3,non,0,0,0,0,oui,45,225,0,45,oui,40,200,0,40,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEG_0001,BEGOULADJE (1-2),non,0,0,0,0,oui,100,500,0,100,oui,216,1080,0,216,3,oui_majorite,oui_majorite,oui_majorite,acceptable
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEG_0002,BEGUILI,non,0,0,0,0,oui,10,52,0,10,oui,160,800,0,160,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEH_0001,BEHOU,non,0,0,0,0,oui,10,50,0,10,oui,55,275,0,55,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEK_0011,BEKADON 1,non,0,0,0,0,oui,65,325,0,65,oui,120,600,0,120,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEK_0012,BEKADON 2,non,0,0,0,0,oui,60,300,0,60,oui,61,305,0,61,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEK_0013,BEKAI,non,0,0,0,0,oui,126,630,0,126,oui,240,1200,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEK_0004,BEKIA,non,0,0,0,0,oui,40,200,0,40,oui,50,250,0,50,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEK_0001,BEKIRA,non,0,0,0,0,oui,10,50,0,10,oui,2,9,0,2,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEK_0002,BEKORO-MISSION,non,0,0,0,0,oui,88,442,0,88,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEK_0003,BEKORO-VILLAGE,non,0,0,0,0,oui,220,1100,0,220,oui,2,11,0,2,3,en_partie,en_partie,pas_du_tout,acceptable
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEM_0010,BEMACKSARA,non,0,0,0,0,oui,60,300,0,60,oui,102,514,0,102,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEM_0002,BEMAIDE,non,0,0,0,0,oui,285,1425,0,285,oui,20,100,0,20,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEM_0005,BEMAIDE 2,non,0,0,0,0,non,0,0,0,0,oui,42,210,0,42,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEM_0003,BEMAL (BEMAI-NGONE),non,0,0,0,0,oui,83,416,0,83,oui,8,40,0,8,3,en_partie,en_partie,pas_du_tout,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BOD_0001,BEMAL (BODIA 1),non,0,0,0,0,oui,110,550,0,110,oui,11,50,0,11,3,en_partie,en_partie,pas_du_tout,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_CEN_0001,BEMAL (CENTRE COMMERCIAL),non,0,0,0,0,oui,67,335,0,67,oui,20,104,0,20,3,oui_majorite,en_partie,pas_du_tout,acceptable
Ouham Pendé,Paoua,Mia-Pendé,CF3144_DAN_0001,BEMAL (DAN-BE),non,0,0,0,0,oui,70,350,0,70,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,acceptable
Ouham Pendé,Paoua,Mia-Pendé,CF3144_DIS_0001,BEMAL (DISSI-BE),non,0,0,0,0,oui,200,1000,0,200,oui,20,102,0,20,3,en_partie,en_partie,pas_du_tout,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_DOB_0001,BEMAL (DOBARA),non,0,0,0,0,oui,105,527,0,105,oui,40,200,0,40,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEM_0001,BEMBAINDI,non,0,0,0,0,oui,153,765,0,153,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEM_0006,BEMBERE,non,0,0,0,0,oui,53,265,0,53,oui,55,275,0,55,3,oui_majorite,oui_majorite,en_partie,eleve
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEM_0004,BEMBO,non,0,0,0,0,oui,46,265,0,46,oui,200,1003,0,200,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEN_0001,BENANH 3,non,0,0,0,0,oui,37,185,0,37,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEN_0006,BENDIMOUNDOU,non,0,0,0,0,oui,20,100,0,20,oui,20,100,0,20,3,oui_majorite,en_partie,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEN_0007,BENDOUBA,non,0,0,0,0,oui,90,450,0,90,oui,15,75,0,15,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEN_0003,BENERME,non,0,0,0,0,oui,102,510,0,102,oui,28,140,0,28,3,en_partie,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEN_0004,BENGATOKO,non,0,0,0,0,non,0,0,0,0,oui,80,400,0,80,3,oui_majorite,oui_majorite,en_partie,eleve
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEN_0005,BENINE,non,0,0,0,0,non,0,0,0,0,oui,106,530,0,106,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEO_0001,BEOGOMBO 3,non,0,0,0,0,oui,116,577,0,116,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEO_0000,BEOKOUMBO 5,non,0,0,0,0,oui,191,968,0,191,oui,5,30,0,5,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BEP_0001,BEPIKASSE,non,0,0,0,0,oui,88,440,0,88,oui,151,755,0,151,3,oui_majorite,en_partie,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BET_0003,BETOKO (BENINGA),oui,5,25,0,5,oui,82,413,0,82,oui,3,14,0,3,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BET_0004,BETOKO (IBIRO),non,0,0,0,0,oui,60,320,0,60,oui,20,105,0,20,3,oui_majorite,oui_majorite,en_partie,eleve
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BET_0005,BETOKO (MBONBE),oui,5,25,0,5,oui,64,322,0,64,oui,5,24,0,5,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BET_0006,BETOKO (NDILNE),oui,4,20,0,4,oui,54,272,0,54,oui,14,70,0,14,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BET_0007,BETOKO (NDOMADJI),non,0,0,0,0,oui,71,355,0,71,oui,68,340,0,68,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BET_0001,BETOKO 2,non,0,0,0,0,oui,25,125,0,25,oui,80,400,0,80,3,oui_toutes,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_BON_0001,BONDIA 2,non,0,0,0,0,oui,39,194,0,39,non,0,0,0,0,3,en_partie,en_partie,en_partie,acceptable
Ouham Pendé,Paoua,Mia-Pendé,CF3144_DJI_0001,DJITO,non,0,0,0,0,oui,10,50,0,10,oui,90,450,0,90,3,oui_majorite,en_partie,oui_majorite,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_KPE_0001,KPETENE,non,0,0,0,0,oui,15,75,0,15,oui,8,40,0,8,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Mia-Pendé,CF3144_YEN_0001,YENE,non,0,0,0,0,oui,9,45,0,9,oui,80,400,0,80,3,oui_majorite,oui_majorite,oui_toutes,eleve
Ouham Pendé,Paoua,Mom,CF3142_BIL_0000,BIL- MBOKO,oui,1,6,0,1,non,0,0,0,0,non,0,0,0,0,3,en_partie,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Mom,CF3142_BOK_0000,BOKO-GUIWILI,oui,5,18,0,5,oui,3,9,0,3,non,0,0,0,0,3,en_partie,en_partie,oui_majorite,moyen
Ouham Pendé,Paoua,Mom,CF3142_DAN_0000,DAN- TA,non,0,0,0,0,oui,2,6,0,2,non,0,0,0,0,3,en_partie,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Mom,CF3142_GAN_0001,GANGAN,oui,1,5,0,1,non,0,0,0,0,non,0,0,0,0,3,en_partie,en_partie,oui_majorite,acceptable
Ouham Pendé,Paoua,Mom,CF3142_GAN_0002,GANGAN GANI,non,0,0,0,0,oui,3,11,0,3,non,0,0,0,0,3,en_partie,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mom,CF3142_GAN_0004,GANI CENTRE,oui,8,40,0,8,oui,3,11,0,3,non,0,0,0,0,3,en_partie,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mom,CF3142_NZA_0000,NZAKASSO 2,oui,10,29,0,10,non,0,0,0,0,oui,2,3,0,2,3,en_partie,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Mom,CF3142_POU_0000,POUKONE,oui,3,10,0,3,oui,3,14,0,3,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mom,CF3142_TAL_0001,TALEY,oui,6,30,0,6,non,0,0,0,0,non,0,0,0,0,3,en_partie,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Mom,CF3142_TAL_0002,TALEY CENTRE,non,0,0,0,0,oui,2,11,0,2,non,0,0,0,0,3,en_partie,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Mom,CF3142_WAK_0000,WAKA 2,oui,6,16,0,6,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_ARA_0000,BARYA (ARABE),oui,6,33,0,6,oui,150,752,0,150,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BON_0001,BARYA (BONGARO 1),non,0,0,0,0,oui,134,688,0,134,oui,2,12,0,2,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BAR_0004,BARYA (BONGARO 2),non,0,0,0,0,oui,76,375,0,76,oui,2,11,0,2,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BOS_0000,BARYA (BOSSALI),non,0,0,0,0,oui,40,200,0,40,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BAR_0005,BARYA (GANG NDA),non,0,0,0,0,oui,45,225,0,45,non,0,0,0,0,3,en_partie,en_partie,oui_majorite,eleve
Ouham Pendé,Paoua,Nana-Barya,CF3145_BAR_0007,BARYA (TANGUILA),non,0,0,0,0,oui,56,278,0,56,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BEB_0002,BEBOURA 2,non,0,0,0,0,oui,285,1425,0,285,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BEB_0001,BEBOURA 3,oui,6,36,0,6,oui,225,1125,0,225,oui,2,10,0,2,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BED_0002,BEDAMARA (1-2-5),non,0,0,0,0,oui,474,2348,0,474,oui,4,20,0,4,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BED_0001,BEDARMAR 3,non,0,0,0,0,oui,49,244,0,49,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BED_0004,BEDINGUI 2,non,0,0,0,0,oui,60,316,0,60,oui,2,12,0,2,3,en_partie,en_partie,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BED_0005,BEDORO 3,non,0,0,0,0,oui,70,350,0,70,oui,2,11,0,2,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BED_0003,BEDOUA 4,non,0,0,0,0,oui,43,280,0,43,oui,4,15,0,4,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BEG_0001,BEGAKA 1,non,0,0,0,0,oui,48,239,0,48,oui,1,3,0,1,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BEG_0002,BEGANGORO(1-2-LAMDJE),non,0,0,0,0,oui,337,1988,0,337,oui,2,10,0,2,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BEG_0000,BEGATARA,non,0,0,0,0,oui,225,1127,0,225,oui,1,7,0,1,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Paoua,Nana-Barya,CF3145_BEK_0001,BEKILA (1-3),non,0,0,0,0,oui,254,856,0,254,oui,15,70,0,15,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3144_BEK_0000,BEKILA 2,oui,2,12,0,2,oui,56,280,0,56,oui,3,16,0,3,3,oui_toutes,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BEK_0000,BEKILA 4,oui,1,5,0,1,oui,79,395,0,79,oui,2,11,0,2,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BEM_0001,BEMAMKOULA,non,0,0,0,0,oui,78,378,0,78,oui,2,11,0,2,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BEN_0003,BENAMKOUNA,non,0,0,0,0,oui,330,1650,0,330,non,0,0,0,0,3,en_partie,en_partie,oui_majorite,eleve
Ouham Pendé,Paoua,Nana-Barya,CF3145_BEN_0005,BENAMKOUNA 2,non,0,0,0,0,oui,40,147,0,40,oui,3,17,0,3,3,oui_toutes,oui_majorite,oui_majorite,eleve
Ouham Pendé,Paoua,Nana-Barya,CF3145_BEN_0001,BENDINGUI 1,non,0,0,0,0,oui,32,165,0,32,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BEN_0006,BENDOULABO,non,0,0,0,0,oui,45,215,0,45,oui,12,60,0,12,3,oui_majorite,oui_majorite,pas_du_tout,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BEN_0004,BENGOMAR 2,non,0,0,0,0,oui,36,181,0,36,oui,2,12,0,2,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BEO_0001,BEOGOMBO (1-2-4),non,0,0,0,0,oui,611,2957,0,611,oui,29,145,0,29,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BES_0001,BESSA 3,non,0,0,0,0,oui,61,325,0,61,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BET_0003,BETEIN 2,non,0,0,0,0,oui,124,624,0,124,oui,37,185,0,37,3,oui_majorite,oui_toutes,oui_majorite,eleve
Ouham Pendé,Paoua,Nana-Barya,CF3145_BET_0001,BETEON 1,non,0,0,0,0,oui,164,827,0,164,oui,1,4,0,1,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BET_0004,BETOUBAKARE,non,0,0,0,0,oui,130,650,0,130,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3144_BOA_0000,BOAYA,oui,1,6,0,1,oui,220,1100,0,220,oui,2,10,0,2,3,oui_majorite,en_partie,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BOD_0000,BODOLI,non,0,0,0,0,oui,200,1000,0,200,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BON_0002,BONGARO 3,oui,2,10,0,2,oui,125,621,0,125,oui,2,10,0,2,3,en_partie,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_BOT_0000,BOTOLNA,non,0,0,0,0,oui,132,658,0,132,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_DOD_0000,DODOWA,oui,1,6,0,1,oui,159,795,0,159,non,0,0,0,0,3,oui_toutes,oui_majorite,oui_majorite,eleve
Ouham Pendé,Paoua,Nana-Barya,CF3145_KEB_0000,KEBE,oui,1,7,0,1,oui,485,2442,0,485,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_KOR_0000,KOROZIAN,non,0,0,0,0,oui,192,960,0,192,oui,5,27,0,,3,oui_toutes,oui_majorite,oui_majorite,eleve
Ouham Pendé,Paoua,Nana-Barya,CF3145_MBA_0006,MBARA (BEBOURA 1),non,0,0,0,0,oui,40,180,0,40,oui,4,15,0,4,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_MBO_0000,MBOTMBOKO,oui,4,17,0,4,oui,224,1122,0,224,oui,3,15,0,3,3,oui_majorite,en_partie,oui_toutes,eleve
Ouham Pendé,Paoua,Nana-Barya,CF3145_NDE_0000,NDENGUE (BEBOURA 1),non,0,0,0,0,oui,81,405,0,81,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_OUR_0000,OURDOLLE,non,0,0,0,0,oui,82,409,0,82,non,0,0,0,0,3,en_partie,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Nana-Barya,CF3145_TAW_0000,TAWAN (BEBOURA 1),non,0,0,0,0,oui,35,175,0,35,oui,1,5,0,1,3,oui_majorite,oui_majorite,oui_majorite,moyen
