,,,,,Personnes déplacées internes,,,,,Personnes retournées de RCA (Ex-PDI),,,,,Personnes retournées en provenance d'autre pays,,,,,source d'information (Nbre),Qualité de la données,,,
_ADM1_NAME,_ADM2_NAME,_ADM3_NAME,_V_CODE,_Village,idps,hh_idp,ind_idp,abris_pdi_site,abris_pdi_hors_site,retournes,hh_ret_rca,ind_ret_rca,abris_ret_site,abris_ret_hors_site,retournes_etrangers,hh_ret_oth,ind_ret_oth,abris_reto_site,abris_reto_hors_site,Nbre_Informateurs_cles,coherence_informateurs,coherence_observation,existence_preuves,perception_enumerateur
Ouham Pendé,Ngaoundaye,Dilouki,CF3151_MBI_0003,MBILARA,oui,3,14,0,3,oui,60,300,0,60,oui,2,12,0,2,3,oui_majorite,oui_majorite,pas_du_tout,moyen
Ouham Pendé,Ngaoundaye,Dilouki,CF3151_MBI_0004,MBISSEM,oui,4,18,0,4,oui,25,120,0,25,oui,10,56,0,10,3,oui_majorite,oui_majorite,pas_du_tout,eleve
Ouham Pendé,Ngaoundaye,Dilouki,CF3151_NDE_0001,NDIM-ECOLE,oui,8,40,0,8,oui,23,122,0,23,oui,9,48,0,9,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Dilouki,CF3151_DJI_0002,NDIM-PANA,oui,79,395,0,79,oui,228,1145,0,228,oui,24,123,0,24,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Dilouki,CF3151_NDJ_0003,NDIM-SOCOCA,oui,9,49,0,9,oui,20,112,0,20,oui,18,97,0,18,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Dilouki,CF3151_NDJ_0002,NDIM-VATIKAN,oui,12,63,0,12,oui,41,208,0,41,oui,9,48,0,9,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Dilouki,CF3151_DJI_0003,NDIM-VILLAGE,oui,12,60,0,12,oui,74,375,0,74,oui,23,120,0,23,3,oui_majorite,oui_majorite,en_partie,eleve
Ouham Pendé,Ngaoundaye,Dilouki,CF3151_NZO_0001,NZOROKOUNA,oui,3,17,0,3,oui,24,126,0,24,oui,20,103,0,20,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Kodi,CF3153_BAN_0001,BANG,oui,16,82,0,16,oui,272,1362,0,272,oui,709,3544,0,709,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Kodi,CF3153_BOK_0001,BOKO,oui,146,732,0,146,oui,1165,5825,0,1165,oui,108,542,0,108,3,oui_majorite,oui_majorite,en_partie,eleve
Ouham Pendé,Ngaoundaye,Kodi,CF3153_KOR_0001,KORE,non,0,0,0,0,oui,250,1250,0,250,oui,501,2508,0,501,3,oui_majorite,pas_du_tout,oui_majorite,bas
Ouham Pendé,Ngaoundaye,Kodi,CF3153_MAN_0001,MANN,oui,99,500,0,99,oui,916,4581,0,916,oui,300,1502,0,300,3,oui_toutes,oui_majorite,oui_majorite,eleve
Ouham Pendé,Ngaoundaye,Kodi,CF3153_MBE_0001,MBEREWOCK,oui,36,182,0,36,oui,631,8156,0,631,oui,170,562,0,170,3,oui_majorite,en_partie,en_partie,eleve
Ouham Pendé,Ngaoundaye,Kodi,CF3153_MBI_0001,MBINAYE,oui,12,68,0,12,non,0,0,0,0,oui,40,203,0,40,3,oui_toutes,oui_majorite,oui_majorite,eleve
Ouham Pendé,Ngaoundaye,Kodi,CF3153_NDA_0001,NDANGA,oui,50,250,0,50,oui,200,1005,0,200,oui,909,4549,0,909,3,oui_toutes,oui_majorite,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Lim,CF3152_BAO_0000,BAOUDA,non,0,0,0,0,oui,31,156,0,31,oui,14,72,0,14,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Ngaoundaye,Lim,CF3152_BEL_0000,BELLE-VIE,non,0,0,0,0,oui,19,103,0,19,oui,82,407,0,82,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Ngaoundaye,Lim,CF3152_BOA_0000,BOAMANDENE,oui,8,38,0,8,oui,13,67,0,13,oui,63,317,0,63,3,oui_majorite,en_partie,en_partie,acceptable
Ouham Pendé,Ngaoundaye,Lim,CF3152_DJO_0001,DJOULDE,non,0,0,0,0,non,0,0,0,0,oui,72,192,0,72,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Lim,CF3152_GOR_0000,GORE-MAKELE,non,0,0,0,0,oui,109,542,0,109,oui,71,343,0,71,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Ngaoundaye,Lim,CF3152_KOU_0000,KOUSSE,oui,4,21,0,4,oui,27,136,0,27,oui,51,283,0,51,3,oui_majorite,en_partie,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Lim,CF3152_LAP_0000,LAPOUNZOUI,non,0,0,0,0,non,0,0,0,0,oui,82,408,0,82,3,en_partie,oui_majorite,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Lim,CF3152_LEB_0000,LEBGAO,non,0,0,0,0,oui,2,9,0,2,oui,97,486,0,97,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Lim,CF3152_MBE_0001,MBERE PONT,oui,11,55,0,11,non,0,0,0,0,oui,86,418,0,86,3,oui_majorite,oui_majorite,en_partie,acceptable
Ouham Pendé,Ngaoundaye,Lim,CF3152_MON_0002,MONT-PANA,non,0,0,0,0,oui,59,300,0,59,oui,33,172,0,33,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Lim,CF3152_MON_0001,MONT-PANA 2,non,0,0,0,0,oui,50,251,0,50,oui,40,199,0,40,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Ngaoundaye,Lim,CF3152_NDI_0000,NDIA,non,0,0,0,0,oui,47,235,0,47,oui,18,86,0,18,3,oui_majorite,oui_toutes,oui_majorite,eleve
Ouham Pendé,Ngaoundaye,Lim,CF3152_NGB_0000,NGBAMA,non,0,0,0,0,oui,79,398,0,79,oui,98,500,0,98,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Ngaoundaye,Lim,CF3152_PAN_0001,PANA 1,non,0,0,0,0,non,0,0,0,0,oui,88,492,0,88,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Lim,CF3152_PAN_0003,PANA 2,non,0,0,0,0,oui,91,455,0,91,oui,119,611,0,119,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Lim,CF3152_PAN_0002,PANALOKI,non,0,0,0,0,oui,97,490,0,97,oui,24,125,0,24,3,oui_majorite,en_partie,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Lim,CF3152_POU_0001,POUNGBA,non,0,0,0,0,oui,42,200,0,42,oui,40,200,0,40,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Ngaoundaye,Lim,CF3152_POU_0000,POUNZEKE -GORE,non,0,0,0,0,oui,67,338,0,67,oui,31,157,0,31,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Ngaoundaye,Lim,CF3152_TOK_0000,TOKOL,oui,20,103,0,20,oui,30,155,0,30,oui,80,402,0,80,3,oui_majorite,oui_toutes,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Yémé,CF3154_KAT_0001,KATE,oui,9,48,0,9,oui,310,3553,0,310,oui,51,255,0,51,3,oui_toutes,oui_majorite,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Yémé,CF3154_KOW_0001,KOWONE,oui,42,222,0,42,oui,603,3033,0,603,oui,27,124,0,27,3,oui_toutes,oui_majorite,oui_majorite,eleve
Ouham Pendé,Ngaoundaye,Yémé,CF3154_NDO_0001,NDOUBORI,oui,23,117,0,23,oui,364,1827,0,364,oui,20,103,0,20,3,oui_toutes,oui_toutes,oui_toutes,eleve
Ouham Pendé,Ngaoundaye,Yémé,CF3154_NZA_0001,NZAKOUNDOU,oui,10,51,0,10,oui,490,2450,0,490,oui,15,60,0,15,3,oui_toutes,oui_majorite,oui_majorite,moyen
Ouham Pendé,Ngaoundaye,Yémé,CF3154_TOU_0001,TOULOULOU,oui,22,130,0,22,oui,250,1250,0,250,oui,24,140,0,24,3,oui_toutes,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3144_BEA_0000,BEATIBI,oui,1,4,0,1,oui,29,145,0,29,oui,1,5,0,1,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEB_0005,BEBAODA,non,0,0,0,0,oui,167,612,0,167,oui,3,15,0,3,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEB_0006,BEBENGUERE (1-2),non,0,0,0,0,oui,30,153,0,30,oui,80,401,0,80,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEB_0007,BEBIDJO,non,0,0,0,0,oui,9,49,0,9,oui,10,57,0,10,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEB_0004,BEBOUNDA,oui,1,1,0,1,oui,68,338,0,68,oui,6,32,0,6,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEB_0001,BEBOUZAWE 1,non,0,0,0,0,oui,120,600,0,120,oui,2,11,0,2,3,en_partie,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEB_0002,BEBOY 1,oui,1,5,0,1,oui,325,1655,0,325,oui,6,26,0,6,3,en_partie,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3145_BEB_0000,BEBOY 2,oui,1,1,0,1,oui,240,1200,0,240,oui,5,20,0,5,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEB_0008,BEBOY 3,non,0,0,0,0,oui,194,970,0,194,oui,5,9,0,5,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEB_0003,BEBOY-LE-BEUL,non,0,0,0,0,oui,18,90,0,18,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEB_0009,BEBY,non,0,0,0,0,oui,59,295,0,59,oui,2,3,0,2,3,oui_majorite,en_partie,oui_toutes,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BED_0003,BEDA,oui,1,5,0,1,oui,112,560,0,112,oui,2,7,0,2,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BED_0001,BEDAMARA 4,non,0,0,0,0,oui,35,175,0,35,oui,2,10,0,2,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BED_0005,BEDAYA 1 (DONGOR -MAIRE),oui,1,3,0,1,oui,108,575,0,108,oui,4,24,0,4,3,en_partie,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BED_0008,BEDAYA 1 (NDERE),non,0,0,0,0,oui,61,300,0,61,oui,4,19,0,4,3,oui_majorite,en_partie,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BED_0007,BEDAYA 1 (NDIMBAYA),non,0,0,0,0,oui,157,787,0,157,oui,7,27,0,7,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3145_WAD_0000,BEDAYA 1 (WADJE),non,0,0,0,0,oui,101,508,0,101,oui,4,23,0,4,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BED_0002,BEDAYA CAPITA,non,0,0,0,0,oui,11,56,0,11,oui,3,17,0,3,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BED_0006,BEDJANGALA 1,non,0,0,0,0,oui,19,98,0,19,oui,72,362,0,72,3,en_partie,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BED_0004,BEDY,non,0,0,0,0,oui,95,475,0,95,oui,4,24,0,4,3,oui_majorite,en_partie,en_partie,acceptable
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEG_0001,BEGOULADJE 3,non,0,0,0,0,oui,2,8,0,2,oui,42,210,0,42,3,pas_du_tout,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEG_0002,BEGUILA,non,0,0,0,0,oui,25,152,0,25,oui,1,5,0,1,3,en_partie,en_partie,en_partie,tres_bas
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEK_0001,BEKOBIAN (1-2),non,0,0,0,0,oui,18,91,0,18,oui,53,264,0,53,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEK_0000,BEKORO 3,non,0,0,0,0,oui,80,400,0,80,oui,5,20,0,5,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEK_0002,BEKORO 4,non,0,0,0,0,oui,50,250,0,50,non,0,0,0,0,3,en_partie,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEK_0003,BEKOUNA,non,0,0,0,0,oui,9,45,0,9,oui,69,345,0,69,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEM_0001,BEMAIDE CITY,non,0,0,0,0,oui,27,138,0,27,oui,2,6,0,2,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEM_0000,BEMAKORO,non,0,0,0,0,oui,74,370,0,74,oui,3,17,0,3,3,oui_majorite,en_partie,oui_majorite,acceptable
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEM_0003,BEMBOR 1,oui,1,3,0,1,oui,32,160,0,32,oui,1,2,0,1,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEM_0002,BEMBOR 2,non,0,0,0,0,oui,23,120,0,23,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEM_0004,BEMBOR 3,non,0,0,0,0,oui,107,500,0,107,oui,2,6,0,2,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEM_0005,BEMBOR 4,non,0,0,0,0,oui,129,647,0,129,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEM_0006,BEMOULI,non,0,0,0,0,oui,6,32,0,6,oui,28,142,0,28,3,oui_majorite,oui_majorite,oui_majorite,acceptable
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEN_0001,BENA,non,0,0,0,0,oui,80,403,0,80,oui,13,59,0,13,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEN_0006,BENAMKOR 1,non,0,0,0,0,oui,561,2803,0,561,oui,11,45,0,11,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEN_0005,BENANH 2,non,0,0,0,0,oui,36,179,0,36,oui,8,38,0,8,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEN_0007,BENDOU 1,non,0,0,0,0,oui,37,185,0,37,oui,1,6,0,1,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEN_0008,BENDOU 2,non,0,0,0,0,oui,30,150,0,30,oui,41,204,0,41,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEN_0009,BENDOUBA 1,non,0,0,0,0,oui,58,291,0,58,oui,1,3,0,1,3,en_partie,oui_majorite,oui_majorite,eleve
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEN_0003,BENGOMAR 1,non,0,0,0,0,oui,63,316,0,63,oui,2,12,0,2,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEN_0002,BENGONBIAM,non,0,0,0,0,oui,80,395,0,80,oui,3,14,0,3,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEN_0010,BENGOR,non,0,0,0,0,oui,11,56,0,11,oui,32,164,0,32,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEN_0011,BENGORMBO2,non,0,0,0,0,oui,70,354,0,70,oui,6,30,0,6,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3144_BEN_0002,BENODIL 1,non,0,0,0,0,oui,102,512,0,102,oui,4,20,0,4,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEN_0004,BENODIL 2,oui,1,10,0,1,oui,80,402,0,80,oui,2,6,0,2,3,oui_majorite,en_partie,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEN_0012,BENY,non,0,0,0,0,oui,30,150,0,30,oui,134,670,0,134,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BEP_0001,BEPAL,non,0,0,0,0,oui,44,224,0,44,oui,1,3,0,1,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BES_0000,BESSA 1,non,0,0,0,0,oui,103,514,0,103,oui,1,6,0,1,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3145_BES_0000,BESSALODOCK,non,0,0,0,0,oui,87,435,0,87,oui,3,12,0,3,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BET_0003,BETEBELE,non,0,0,0,0,oui,36,183,0,36,oui,1,3,0,1,3,oui_majorite,oui_majorite,en_partie,acceptable
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BET_0004,BETIBOINDA 3,non,0,0,0,0,oui,60,302,0,60,oui,1,3,0,1,3,oui_majorite,oui_majorite,en_partie,acceptable
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BET_0001,BETIN 1,oui,1,3,0,1,oui,203,1015,0,203,oui,15,69,0,15,3,oui_majorite,en_partie,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BET_0005,BETOKOMIA 2,non,0,0,0,0,oui,128,642,0,128,oui,3,8,0,3,3,oui_majorite,oui_majorite,oui_toutes,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_BET_0002,BETOKO-MIA 3,oui,1,6,0,1,oui,115,575,0,115,non,0,0,0,0,3,en_partie,en_partie,oui_majorite,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_DOL_0001,DOLAO,non,0,0,0,0,oui,3,16,0,3,oui,60,300,0,60,3,oui_majorite,oui_majorite,en_partie,eleve
Ouham Pendé,Paoua,Bah-Bessar,CF3143_MAK_0000,MAKANDJI,non,0,0,0,0,oui,122,610,0,122,oui,8,34,0,8,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_NZE_0001,NZEREKE,non,0,0,0,0,oui,64,380,0,64,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Bah-Bessar,CF3143_POU_0001,POULAOU 2,non,0,0,0,0,oui,134,672,0,134,oui,2,8,0,2,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Banh,CF3148_BAM_0001,BAMBARA 1,non,0,0,0,0,oui,21,105,0,21,non,0,0,0,0,3,oui_majorite,en_partie,oui_majorite,moyen
Ouham Pendé,Paoua,Banh,CF3148_BAM_0002,BAMBARA 2,oui,3,16,0,3,oui,16,77,0,16,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,bas
Ouham Pendé,Paoua,Banh,CF3148_BAM_0003,BAMBARA 3,non,0,0,0,0,oui,4,17,0,4,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,tres_bas
Ouham Pendé,Paoua,Banh,CF3148_BAM_0004,BAMBARA 4,non,0,0,0,0,oui,21,103,0,21,non,0,0,0,0,3,oui_majorite,oui_majorite,pas_du_tout,moyen
Ouham Pendé,Paoua,Banh,CF3148_BOZ_0000,BOZAMALE,non,0,0,0,0,oui,11,55,0,11,oui,3,12,0,3,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Banh,CF3148_DAN_0000,DANG BABA,oui,10,50,0,10,oui,15,75,0,15,non,0,0,0,0,3,en_partie,pas_du_tout,pas_du_tout,moyen
Ouham Pendé,Paoua,Banh,CF3148_DOB_0000,DOBAI,oui,1,2,0,1,oui,10,48,0,10,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Banh,CF3148_GAR_0000,GAROU,non,0,0,0,0,non,0,0,0,0,oui,4,14,0,4,3,en_partie,en_partie,pas_du_tout,moyen
Ouham Pendé,Paoua,Banh,CF3148_GOU_0002,GOUZE (BAITIA),oui,12,67,0,12,oui,42,174,0,42,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,tres_bas
Ouham Pendé,Paoua,Banh,CF3148_GOU_0003,GOUZE (BION),non,0,0,0,0,oui,41,129,0,41,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Banh,CF3148_GOU_0004,GOUZE (BOLERE),non,0,0,0,0,oui,31,123,0,31,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouham Pendé,Paoua,Banh,CF3148_GOU_0007,GOUZE (KPERE KARI),non,0,0,0,0,oui,70,210,0,70,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouham Pendé,Paoua,Banh,CF3148_GOU_0005,GOUZE (KPETENE),oui,53,161,0,53,oui,70,210,0,70,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,bas
Ouham Pendé,Paoua,Banh,CF3148_GOU_0006,GOUZE (POU NGBAOU),oui,41,165,0,41,oui,42,168,0,42,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,bas
Ouham Pendé,Paoua,Banh,CF3148_KON_0000,KONE GUIRA,non,0,0,0,0,oui,16,80,0,16,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,eleve
Ouham Pendé,Paoua,Banh,CF3148_KOU_0000,KOUNPO 1,non,0,0,0,0,oui,6,23,0,6,oui,8,33,0,8,3,en_partie,en_partie,en_partie,bas
Ouham Pendé,Paoua,Banh,CF3148_MBA_0001,MBAI WAHOULE,oui,6,31,0,6,oui,18,85,0,18,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Banh,CF3148_MBA_0002,MBAINDIGUE,non,0,0,0,0,oui,3,22,0,3,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Banh,CF3148_MBI_0000,MBIVA (POUMBAINDI),oui,4,20,0,4,oui,17,85,0,17,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,bas
Ouham Pendé,Paoua,Banh,CF3148_MOU_0002,MOUNANGUIA,oui,2,10,0,2,non,0,0,0,0,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,bas
Ouham Pendé,Paoua,Banh,CF3148_PAY_0000,PAYSANNAT,oui,6,29,0,6,oui,20,97,0,20,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Banh,CF3148_POU_0001,POULAO CENTRE,oui,4,20,0,4,oui,4,20,0,4,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Banh,CF3148_POU_0002,POUWONRON,oui,9,45,0,9,oui,13,65,0,13,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Banh,CF3148_ZAR_0000,ZARA,oui,1,6,0,1,oui,11,55,0,11,non,0,0,0,0,3,oui_majorite,pas_du_tout,pas_du_tout,bas
Ouham Pendé,Paoua,Banh,CF3148_ZIB_0000,ZIBAIA (POUMBAINDI),non,0,0,0,0,oui,17,86,0,17,non,0,0,0,0,3,en_partie,en_partie,en_partie,bas
Ouham Pendé,Paoua,Banh,CF3148_ZIC_0000,ZICKO,non,0,0,0,0,oui,7,35,0,7,oui,3,15,0,3,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Banh,CF3148_ZOY_0001,ZOYAMBORI,non,0,0,0,0,oui,9,45,0,9,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bimbi,CF3147_BAV_0001,BAVARA-BOBANI,non,0,0,0,0,oui,30,95,0,30,non,0,0,0,0,3,oui_toutes,oui_majorite,oui_toutes,moyen
Ouham Pendé,Paoua,Bimbi,CF3147_BOW_0001,BOWE,non,0,0,0,0,oui,40,77,0,40,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_majorite,tres_eleve
Ouham Pendé,Paoua,Bimbi,CF3147_DOU_0001,DOULA-BONDIA 2,oui,30,74,0,30,oui,30,90,0,30,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Paoua,Bimbi,CF3147_GAR_0001,GARBA-POUMBAINDI,non,0,0,0,0,oui,18,61,0,18,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,acceptable
Ouham Pendé,Paoua,Bimbi,CF3147_GBO_0001,GBONG 3,non,0,0,0,0,oui,3,12,0,3,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bimbi,CF3147_GOZ_0001,GOZION,non,0,0,0,0,oui,6,43,0,6,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bimbi,CF3147_KOU_0001,KOUTOUMA,non,0,0,0,0,oui,14,72,0,14,non,0,0,0,0,3,oui_majorite,oui_toutes,oui_toutes,eleve
Ouham Pendé,Paoua,Bimbi,CF3147_POU_0001,POUNDING,non,0,0,0,0,oui,7,36,0,7,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Bimbi,CF3147_WOX_0001,WOXO,non,0,0,0,0,oui,5,15,0,5,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Paoua,Malé,CF3146_BAY_0000,BAY,oui,7,33,0,7,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_BIL_0001,BILAKARE,non,0,0,0,0,non,0,0,0,0,oui,2,6,0,2,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Paoua,Malé,CF3146_BIL_0002,BILAKARE 2,oui,22,121,0,22,oui,5,38,0,5,non,0,0,0,0,3,en_partie,oui_majorite,en_partie,moyen
